,,,,,Data Analytics,-Indian Stock Market Top 2000,,,,,,,,
Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,Return on Equity,Return on Assets,Net Proﬁt Margin,5Y Avg EBITDA Margin,EBITDA Margin,1Y Return vs Nifty,5Y CAGR,Debt to Equity,Long Term Debt to Equity
11.90082,0,0,8754,140.64,8.51,13.74,7.865991603,20.14,7.96,46.82,19.32,57.25,-1.81,4.23
15.52381437,0,0,16776,49.72,34.58,46.41,79.21552349,46.51,4683.81,4623.34,56.28,4627.71,-23.08,-23.08
14.80206236,0,0.004618938,25053,1503.87,26.24,41.81,6.060046189,140.71,24.26,439.1,2.6,449.93,111.73,163.4
7.60181216,0,0,4818,2077.93,66.77,89.03,208.4892631,86.73,82.75,233.11,81.24,241.12,-24.94,-22
12.39788693,0,0,20942,414.15,84.98,101.52,33.60221431,122.43,0,252.92,186.46,346.31,133.83,137.57
66.71765691,0,0,282960,84.16,-3.5,-1.5,-0.0439440885616401,4.53,3.32,-10.31,0.19,66.67,-9.15,-7.68
13.49771802,51.00000209,0,15077,581.07,42.09,56.64,23.80150394,63.61,0.17,145.37,8.16,204.28,7.18,26.19
55.31864762,0,0,131396,120.74,-14.34,-13.06,-0.31835061845,9.06,0.07,89.16,8.97,128.64,11.38,12.44
19.25137218,0,0,16261,441.31,75.74,93.03,118.9594581,97.97,193.25,675.9,142.47,682.17,27.02,34.84
10.68484309,0,0,55429,128.46,20.25,27.92,0.329268293,42.59,0.3,73.83,56.08,123.04,34.25,34.51
41.38728125,0,0,6869,1558.25,112.93,149.69,352.90625,153.8,0.03,238.27,123.78,243.09,30.38,34.24
17.12639333,0,0,13697,1640.6,47.99,70.95,15.99666667,98.85,10.66,326.36,6.46,405.14,33.75,40.13
16.01809317,0,0.42541082,42589,1426.95,-8.76999999999984,-12.3899999999998,-2.19062477043085,102.46,91.05,271.6,1.23,742.76,44.26,75.04
28.31125388,0,0,40810,271.87,21.88,53.38,3.79894088,75.04,1.95,123.4,36.81,236.75,47.07,61.56
24.99706672,0,0,34680,362.14,19.24,23.49,3.813259074,48.72,8.1,72.38,58.17,484.41,32.6,49.41
16.85993561,0,0,42728,142.11,-8.00999999999998,-8.10999999999998,-0.793462109955422,-2.33999999999998,0,-77.16,1.33,12.55,22.24,22.44
5.771910654,0,0,2459,222.34,15.42,20.09,2.86069421,33.64,0.06,84.66,29.41,90.05,47.34,55.52
12.31581335,0,0.468308802,49251,29.03,18.3,25.88,16.78624805,25.9,5426.07,4925.45,7.19,4936.35,-1.38,-1.36
18.68953291,0,0,18578,383.95,45.52,51.64,15.77962765,90.95,0.25,346.17,44.53,360.29,7.33,62.6
9.184977158,0,0,3671,452.9,16.27,17.47,9.06,38.68,0,-0.579999999999984,29.81,190.7,-85.63,9.84
26.73139888,0,0.151908238,158339,466.02,-196.73,-194.75,-5.97582221153427,-138.13,0,-1500.28,44.49,-240.07,-15.18,-14.76
17.35399083,0,0,16187,339.18,-29.6999999999999,-29.6999999999999,-18.7211653868722,0.05,0,-146.96,0.04,-88.7300000000001,3.02,4.23
15.2016663,9.551246669,0,11819,376.99,-121.95,-189.08,-53.4864550322333,-33.89,35.92,42.36,38.57,339.59,39.49,49.16
12.95273603,7.449891101,0,69826,323.49,5.36,-5.82000000000003,0.448047587,34.39,0.27,-170.57,33.23,164.79,47.2,52.99
17.44093333,0,0,5470,223.47,5.27,5.74,4.391666667,24.59,4.47,166.07,6.49,178.04,0.6,17.3
10.20180009,24.75888375,0.086644833,133163,429.62,-427.44,-414.62,-9.8221161545202,65.48,390.04,-1492.71,111.16,183.23,218.34,259.33
10.42214901,0,0,18957,606.74,29.65,43.86,10.75423728,67.13,0,167.41,15.4,253,-34.07,-7.13
10.75352302,9.101114764,2.088510619,85652,51.94,-35.93,-35.93,-0.569818402506861,-20.11,0,-357.83,3.32,421.74,-29.14,-29.14
11.54449274,0,0,5688,15.42,-2.37,3.4,-1.138611050177,9.43,0,-7.72,36.2,54.23,-123.74,2.14
17.66242878,0,0,15887,206.37,29.05,34.96,17.78747997,48.44,0.32,164.62,31.68,232.7,12.55,38.03
8.397920249,0,0,5285,64.67,9.14,12.21,8.734876431,14.98,0,36.38,12.98,65.03,8.95,11.22
16.9959011,0,0,9954,906.36,33.47,47.34,36.78021978,136,0,247.17,6.22,300.45,55.52,110.99
32.08165006,0,0,29879,223.18,221.32,207.81,57.06441291,208.59,2803.11,2296.31,109.3,2435.04,165.46,165.79
7.805616842,0,0,32757,2.05,0.67,0.9,0.006967239,0.9,10.25,-64.45,0.37,32.04,-2.35,-2.35
13.93109548,1.303731851,0,5863,1341.43,22.8,30.99,20.60365082,71.6,0,143.94,16.93,205.2,23.21,64.12
3.653528483,0,0,2557,190.7,19.59,28.41,7.682352941,40.92,0,107.07,0.02,147.1,-11.68,9.82
16.0569547,0,0.256328993,73779,1146.84,-405.25,-545.66,-56.1587083206073,-215,0.78,383.83,353.9,742.05,468.08,469.39
11.74264352,0,0,29965,1585.89,21.44,30.48,2.088239576,149.62,9.7,580.1,26.29,707.84,122.53,208.51
13.46232359,0,0,17106,405.95,-5.87000000000003,1.86,-2.02545769132882,50.03,413.9,810.98,86.61,1121.6,185.61,191.16
1.693487027,0,0,4581,407.87,-175.68,-215.1,-7.80500079835988,-132.97,22.12,329.7,5.88,520.02,52.07,121.83
20.57354889,0,0,9701,131.6,18.34,25.67,11.86762742,32.01,0,95.49,35.39,103.3,30.48,34.88
0.346546001,0,0,16783,0,-23.16,-23.1,-2.34061200333749,-23.1,0,-123.71,0.03,12.91,-0.63,-0.63
8.206444665,0,0,31506,78.39,34.25,38.77,31.28824245,39.31,945.65,1096.03,154.93,1106.98,55.55,55.69
40.12413003,0.191147728,0.886591588,596472,1764.94,-1562.15,-1531.37,-5.97083428832187,-759.56,2042.2,-1232.61,91.53,4670.72,-137.87,-129.1
29.42612,0,0,31913,429.85,62.22,83.72,31.11,92.84,0.09,290.67,94.5,375.7,60.52,69.27
3.056262682,0,0,3692,50.63,-6.92,-7.25,-0.77108673883968,-2.24000000000001,80.26,-37.99,98.61,312.4,74.68,110.42
17.875583,0,0,3477,159.22,12.03,15.65,5.943675889,33.27,0.09,99.49,1.46,128.77,17.95,23.72
22.92930359,55.79909051,0,56073,1547.08,-73.2800000000001,-84.7800000000001,-3.26762164633463,87.51,0.24,710.8,26,1062.03,-9.86,21.38
21.49793849,8.312551953,0,7188,65.01,1.8,0.5,1.496259352,7.9,0,3.55,1.44,17.58,-5.74,-4.3
3.740465713,0,0,420,62.11,0.25,0.33,0.229189586,0.35,14.86,6.67,0.93,36.51,2.9,2.93
18.80518372,0,0,34054,438.08,-14.61,-18.15,-1.45657483824692,9.18,13.69,54.5,7.05,243.55,58.27,61.76
34.97797614,0,0,64643,1297.76,56.98,77.12,15.01593177,141.41,26.77,444.29,38.01,655.81,35.84,76.47
7.47766,0,1.00755,24452,310.37,-50.45,-50.25,-8.40833333333333,-32.43,0.01,-4733.42,88.52,-4673.42,-196.83,-194.47
27.01661163,0,0,13366,207.73,23.48,30.23,21.7770358,55.13,0,90.3,0.96,108.03,-3.87,45.92
19.94372454,0,0,10344,126.14,-12.5,-16.29,-20.5300969578995,-11.08,0,112.24,10.6,166.76,-20.37,-19.97
13.0331875,0,0,17302,200.26,64.78,-10.05,40.4875,86.9,15.86,101.74,58.36,1061.78,76.32,80.88
20.19281382,3.392979042,0,6753,302.29,30.52,36.17,25.7844357,54.54,0,99.35,22.16,156.34,25.95,35.42
15.54565779,0,0,26824,192.94,28.99,38.38,16.87918486,41.63,0.02,133.68,73.3,153.41,-1.67,0.81
7.717285128,0,0,8479,118.49,40.79,57.97,36.65564631,59.31,0.27,173.03,43.39,184.16,31.45,31.58
21.03476105,0,0,8746,749.85,13.8,26.53,17.76281239,58.5,1.21,154.24,13.28,278.48,14.43,34.92
26.24467119,0,0,23698,479.48,39.12,51.8,31.6873258,90.96,73.16,188.4,11.82,247.53,42.63,66.19
19.41433854,0,0,14425,1274.26,-61.14,-55.47,-45.089825658574,38.32,0.6,7.81,7.28,181.89,-34.68,45.91
19.62516679,0,0,13059,93.83,30.18,40.89,20.77324659,43.6,0,60.52,27.64,69.94,7.47,10.53
17.05134629,0,0,201291,114.76,50.96,81.16,1.984352902,84.87,27.3,1737.52,91.58,2436.86,-45.97,-45.9
3.452662896,0,0,3297,183.28,8.29,14.2,1.184735237,26.53,1.25,14.7,3.82,40.7,15.62,15.99
15.96303732,0,0,16975,324.29,32.91,40.96,8.968163836,69.33,18.98,182.51,1.34,215.95,26.51,36.14
31.29233565,0,0,39569,465.83,21.64,22.92,28.53196074,45.57,0,125.07,6.73,152.07,-25.66,35.83
23.07033478,0,0,57254,614.06,2.33,4.29,0.254164258,40.95,0,181.08,27.52,272.75,6.94,27.9
23.35778446,0,0,15075,149.27,17.49,25.08,17.53383459,34.65,1.32,73.24,27.72,83.24,28.47,37.21
14.47165326,0,0,29253,619.85,9.04,12.29,1.039066128,51.27,0.43,324.95,65.14,432.8,-90.4,82.59
14.57544136,19.48919547,0.850606184,28698,2552.93,-157.1,-87.7900000000003,-37.3531736145552,180.62,951.62,154.13,608.93,638.77,1441.11,1521.07
13.51341289,0,0,22566,232.78,22.54,31.48,3.808281576,37.88,0,63.94,30.09,123.13,25.74,30.84
18.76951844,2.556442152,0.247762704,44683,1585.7,73.28,105.49,18.73417898,188.39,9.73,181.07,99.07,369.69,135.01,159.67
7.449848221,0,0,11564,1422.4,24.86,25.04,3.573668326,234.2,15.26,276.13,21.68,1338.18,-167.49,84.97
1.264008247,0,0,1366,631.78,5.06,7.04,2.744749938,11.54,0,7.29,0.12,19.58,0.29,4.94
14.33374318,0,0,2501,1130.18,32.84,38.31,68.18305448,116.41,22.01,263.11,32.18,267.93,88.86,100.54
20.29010512,0,0,12849,580.84,37.35,53.19,14.37135425,72.08,14.96,317.11,9.9,330.1,27.13,48.14
16.27702798,0,0,5749,2.16,1.62,0.99,6.593927237,0.99,2623.74,2539.8,39.6,2541.2,-1.71,-1.7
12.2622127,0,0,7521,477.97,12.37,14.7,7.365725854,25.86,8.26,69.79,22.08,99.95,13.5,24.72
4.632744853,0,0,2185,106.61,10.21,13.38,3.659183439,26.68,2.8,51.74,6.77,94.16,9.3,16.51
16.63069005,0,0,5563,40.31,1.83,2.43,0.880891459,2.87,0.1,11.64,1.25,27.29,1.04,1.54
41.72117692,0,0,135827,240.57,0.06,2.43,0.003590922,68.47,0,53.7,43.8,419.84,39.88,70.72
4.359031649,3.212248057,0,1223,28.63,4.56,6.31,0.35945647,7.17,4.2,14.2,14.88,140.01,3.99,4.21
14.9467963,0,0,11693,718.39,46.38,57.19,49.51366542,72.2,39.93,403.02,124.32,444.33,19.31,36.29
16.49479015,0,8.686794385,15633,455.87,31.8,46.94,40.59400259,71.61,0.6,229.91,49.5,237.66,34.26,46.59
15.64653692,7.422642389,0,37698,518.18,-40.8300000000001,-39.8700000000001,-2.26661176614323,-0.360000000000099,77.92,-55.53,83.17,709.16,63.52,67.78
7.956144297,0,0,6739,314.04,9.72,13.12,3.224239287,26.02,0,34.54,24.6,44.59,26.34,31.97
11.02940696,0,0,38715,1540.06,2.87,2.87,0.17588166,141.69,202.75,-869.76,79.79,-695.23,484.32,490.66
,,,,,,,,39,,,,,,
12.48045286,0,0,7437,177.67,95.76,132.79,79.33618085,143.96,594.58,917.14,20.28,923.6,70.89,74.75
14.25280296,61.31705021,0,30218,787.36,-58.4100000000001,-0.69000000000009,-2.59093328601846,69.79,0.05,101.74,26.47,379.28,-190.57,-180.74
4.821458333,0,0,2459,320.1,28.26,37.45,45.28846154,44.83,0,117.19,49.5,146.78,-7.85,18.82
12.99033882,22.00000169,0,12792,1106.8,14.51,11.41,3.320477828,101.78,18.81,503.31,35.3,595.4,54.81,82.46
19.50217122,4.0650219,0.229298964,23849,982.54,-92.97,-115.61,-31.5690232397519,115.28,1933.2,1957.19,173.86,2103.41,93.84,109.46
13.49919723,0,0,8583,823.22,17.16,19.43,13.31797575,94.25,48.79,207.39,59.86,240.13,56.24,80.86
9.536445264,0,14.80293806,4634,520.67,41.28,61.31,75.44369776,95.96,101.4,207.38,41.4,994.31,-49.84,43.15
14.50185072,0,0,14319,628.71,15.08,20.94,5.639623215,43.55,2.36,115.05,10.27,194.76,40.46,50.2
5.331933621,0,0,1541,964.69,5.78,5.93,2.809676614,16.37,3.29,11.14,30.74,69.6,-57.8,-47.01
23.62542066,0,0,65179,258.5,80.7,99.81,9.99792509,100.96,158.72,648.55,18.19,791.59,-171.52,-171.37
7.836484709,0.070633565,0,12116,103.13,2.47,2.68,0.348929813,12.33,0.03,11.94,0.3,31.98,-4.61,3.76
3.969071045,0,0,4661,344,15.09,24.74,2.943125877,34.39,182.48,258.9,236.75,624.96,247.45,248.95
7.204855226,0,0.14954054,8057,950.22,14.1,17.39,2.819706243,94.18,0,237.46,30.81,357.66,75.86,100.06
14.93519533,0,0.318374578,24638,675.37,-1.95000000000004,-7.54000000000004,-0.124116576398911,91.23,161.33,747.05,188.24,1082.7,36.04,83.38
9.08082853,0,0,6259,138.83,-43.38,-46.53,-35.8840305558559,-4.14000000000003,0,124.69,6.47,253.94,47.46,55.23
13.50738258,0,0,17752,358.51,23.5,30.33,6.523390616,64.31,13.17,276.91,45.08,331.48,-1.67,15.82
19.11919643,0,0,5121,110.95,-0.919999999999995,5.85,-1.64285714285713,11.51,0,96.14,37.01,102.44,12.32,19.22
13.99110048,0,0,7832,133.51,25.85,32.22,15.46052632,48.5,0,474.01,55.62,499.32,16.13,17.54
13.4097312,0,0.306746553,1463,547.25,-0.840000000000009,-4.24000000000001,-5.82166977964293,65.35,0.3,422.71,22.33,492.05,48.48,70.4
12.20672296,0,0,13493,4263.42,406.09,464.62,155.9605192,475.27,0,430.02,103.86,485.56,24.75,30.57
5.162464686,0.000354713,0,7035,272.31,11.16,20.02,2.711370855,50.16,0,92.3,12.04,163.3,119.03,120.52
8.239139765,72.56044369,0,12026,2945.37,-77.67,-36.48,-60.2157626833763,147.61,60.17,-155.22,184.13,-39,340.19,365.92
16.15725241,6.144297982,0,55314,673.9,15.94,32.7,1.059001244,142.98,0,751.85,6.92,1831.51,-10.54,113.61
26.20030151,0,0,12923,123.84,31.81,38.14,102.0748044,41.47,0,73.14,76.66,76.26,37.26,37.5
21.22472997,39.20250182,1.715164818,65562,2620.75,-154.9,-238.86,-9.02834281824179,975.6,722.57,856.79,119.52,1784.42,1177.01,1184.05
5.262974285,0.627748907,0,10958,1009.36,81.41,87.98,10.0107813,113.34,236.01,645.11,7.27,736.93,45.79,91.73
0,0,0,7244,589.76,36.06,49.03,7.26964538,67.48,0.02,124.78,21.96,134.4,25.21,34.26
17.84293365,0,0,21169,854.8,82.01,109.66,15.85238206,121.21,0,328.94,63.64,349.61,26.29,37.39
9.458147946,0,0.001817521,10458,446.77,32.61,43.96,5.92693566,57.68,0,129.75,48.28,140.75,32.53,43.43
44.67434136,39.20990641,0,348006,8802.79,-15051.17,-20117.1,-479.61,-20036.27,3880.51,-8068.81,7719.92,-5546.14,12554.12,12576.23
22.2912847,0,0,482,21.99,4.58,5.68,3.843071772,6.6,3.69,25.54,2.55,57.56,2.88,4.19
11.18263218,0,0,12827,415.17,6.48,7.52,0.489511018,41.96,0,306.96,31.12,321.75,-7.24,27.26
21.87862694,0,0.079887586,99271,436.34,15.82,21.73,20.39346699,35.99,0,117.22,54.25,199.12,5.61,11.46
33.41150857,1.055132569,0,62540,1563.97,2.54,3.65,0.176757228,131.49,0.02,520.68,72.93,696.7,-96.04,-42.76
4.972225615,0,1.048792126,5670,71.12,2.98,7.36,1.047459954,10.47,440.92,327.97,12.2,577.98,-2.29,-2.04
14.99784227,0,0,10512,275.51,32.11,42.43,26.7508431,60.58,35,370.58,91.61,382.31,35.96,41.56
19.50226772,0,0,19759,242.37,22.57,24.51,5.987738004,48.55,0,-19.64,23.89,203.43,-54.11,-17.46
8.727497123,0,0,5616,322.46,89.98,117.23,118.8730287,124.63,228.17,867.76,302.74,888.5,51.12,51.64
9.995256813,0,0,675,116.62,11.72,15.95,12.19082173,25.24,0.78,35.06,10.42,68.61,12.84,18.6
16.79497088,0,0,22167,342.49,0.41,0.53,0.029145169,13.12,5.05,61.82,7.08,145.68,-53.45,-53.42
22.83080447,0,0,47790,247.22,-94.48,-74.74,-10.681933661314,78.95,457.97,-568.45,158.12,503.78,839.05,841.27
18.7370339,0,0,13636,282.39,26.09,27.51,17.21117031,73.41,5.3,727.46,423.15,749.08,-82.29,33.24
30.87756461,0,0,44851,733.4,31.36,42.41,8.83259611,48.71,0,223.29,110.5,266.3,74.27,74.6
3.447766536,47.33553429,0,10799,2796.01,-75.8100000000001,-75.8100000000001,-6.86372147556052,106.22,1.06,-2365.59,25.8,-1733.08,111.93,154.1
18.15197627,0,0,13503,365.19,2.74,21.56,0.786065401,102.43,0.36,209.62,19.02,375.79,-12.35,49.86
9.043354074,0,0,9819,178.24,16.62,22.27,2.462222222,28.9,147.4,122.09,1.75,154,47.25,49.27
2.150040661,0,0,171,235.44,15.87,20.87,7.737221153,33.67,0,23.65,0.33,65.46,-0.26,9.46
13.67165336,0,0,41450,259.86,15.23,17.17,4.538807399,52.06,1.37,68.21,5.31,139.51,36.16,37.79
6.563151594,0,0,4372,233.44,17.44,22.48,6.865435457,28.72,21.81,115.68,5.06,208.97,-26.79,11.47
20.55087491,0,0,39908,325.5,33.42,45.05,6.443337603,51.62,0,128.92,11.5,197.19,-5.79,16.05
23.15931671,0,0.170888658,28835,124.79,24.09,22.71,8.740985179,29.73,2.24,69.77,59.29,114.8,21.57,22.79
32.04827491,0,0.236591994,86247,788.29,-452.02,-436.52,-30.9126380208734,-283.83,7.44,483.38,39.29,1124.3,132.09,135.24
10.30605464,0,0,28336,893.68,59.63,96.06,9.099086658,133.65,1.21,913,701.98,978.04,272.51,278.87
15.49966892,0,0,20160,560.47,-12.8399999999999,-15.2899999999999,-3.76484099440355,72.89,0,-61.15,22.6,268.7,-24.22,3.37
15.85186994,0,0,15815,0.89,-2.9,-3.03,-1.15171227844431,-2.43,0,-7.98,0.52,29.2,0.16,0.21
74.60445987,0,0.181911603,365273,1756.77,-1306.41,-1305.99,-21.8955118273449,-228.9,35.66,657.67,28.1,1880.3,95.58,96.21
33.051371,9.405596078,0,108289,0.5,-5.43,-5.56,-0.0143862528274435,-1.35,0,-25.09,34.93,442.26,0.35,0.35
6.91215338,0,0,13496,451.43,425.21,450.64,131.5365915,450.66,1181.42,1222.44,64.83,1486.58,-200.61,-200.61
12.46050303,0,0.97755952,17315,1368.59,67.24,89.58,19.3784816,178.76,1025.29,1037.74,6.66,1135.67,64.03,89.73
13.28493057,0,0,28054,663.07,69.44,84.98,9.425619779,124.12,1112.19,1268.93,344.71,1584.99,195.29,203.38
27.19417224,18.41308541,0,69734,775.86,1.89,1.89,0.081747186,23.52,1.04,82.9,28.91,223.5,9.5,15.3
8.684742492,14.24394574,0.195211292,16902,686.01,72.28,102.46,10.37258637,126.87,7.61,342.57,188.06,522.8,94.42,133.86
23.22437637,0,0,21820,274.14,26.24,35.44,3.142402069,73.52,14.87,290.91,99.46,344.72,16.43,29.56
37.93668621,0,0,89009,1298.66,157.7,157.57,10.27097262,202.99,0,98.28,76.65,382.61,83.23,145.22
36.37773959,0,0,73268,1488.44,-14.1800000000001,-15.9200000000001,-1.04815759322912,102.77,0,447.26,21.2,608.91,-101.39,22.68
60.28668375,2.373649177,0.171350276,300891,947.39,-650.63,-431.78,-10.2689459238962,139.51,0,249.45,770.85,827.38,217.53,229.02
28.89305485,14.23741689,0.196380036,40937,2110.96,100.85,136.7,16.54206369,235.82,102.3,712,102.79,834.88,-72.08,-59.89
22.14834561,0,0,6885,240.57,29.64,39.05,141.96,44.15,0.84,125.41,86.87,135.46,18.12,22.22
14.01966948,0,0,14085,1023.72,-10.9900000000001,-12.0200000000001,-2.24970555347688,82.73,0.26,206.88,17.49,337.56,132.51,157.72
41.22458003,0,0,33598,405.52,11.35,15.24,6.187314599,15.3,0,66.25,66.35,68.08,10.59,10.59
6.237049407,0,0,1294,171.77,5.82,6.13,5.546260182,9.11,0,12.69,5.19,28.93,-8.63,-7.29
7.754376087,0,0,8339,223.15,15.2,32.11,3.304347826,81.33,13.36,586.09,82.73,866.33,-109.35,-109.35
14.6444331,0,0,32910,1360.81,43.27,59.77,6.484279631,138.02,0.02,288.24,39.61,522.88,229.86,231.02
2.229378481,0,0,6686,243.16,11.11,14.84,0.263958185,15.77,0,11.25,0.07,45.1,-50.14,-50.08
8.378692512,0,0,4950,469.25,24.08,32.41,17.74764151,35.73,0,79.9,5.27,122.66,-13.85,-12.18
20.13292425,0,0,21500,442.5,28.43,38.55,5.673532951,55.66,20.37,165.59,31.1,190.65,-24.88,-18.73
21.62411755,0,0,11757,477.62,61.7,78.6,64.52962401,97.52,0.15,235.53,51.8,245.09,37.63,49.59
5.929504637,16.5636153,0,1757,55.75,1.32,1.07,1.005901441,2.12,5.41,45.44,65.68,77.14,17.7,17.84
18.07411124,0,1.170297314,4111,126.33,27.07,35.8,61.66287016,43.31,0,254.71,161.27,259.1,19.84,28.38
24.999,4.166666667,0,35333,330.35,8.2,10.95,2.733333333,27,13.03,118.31,5.55,168.31,-5.5,-1.13
37.46522987,0,0,171118,11.06,-11.36,-11.36,-0.112968562221463,-1.04,0,-18.58,0.89,228.92,11.58,11.58
3.482018835,0,0,2083,205.1,8.77,12.44,0.775522837,26.66,6.23,65.39,10.39,171.17,13.81,19.07
13.26026827,0,0,19394,505.04,51.46,69.5,31.28737263,70.8,16.35,341.77,609.9,559.57,668.66,669.65
22.6544843,4.104211278,0,22358,150.9,18.81,24.88,3.356531049,35.93,1.21,93.11,7.75,98.71,8.61,24.22
21.43171104,16.67117895,0,43976,751.68,7.06,12.51,0.532572504,78.06,0.29,194.91,26.97,350.09,90.44,96.43
15.84490935,0,0,10149,954.2,27.07,42.3,19.20998493,116.8,0.01,543.55,0.59,557.64,71.67,125.16
25.53282888,0,0,24847,289.76,-38.0099999999999,-37.4099999999999,-29.0950208476043,41.72,0,-180.92,24.13,54.85,28.73,31.61
19.921261,0,0,40569,2139.71,20.63,33.18,2.063,87.82,0,290.53,44.39,322.17,32.78,47.71
6.046199475,0,0,6488,1566.82,23.85,31.95,2.535267053,80.06,2.46,295.88,7.95,367.91,18.44,27.99
7.026576689,0,0,516,30.05,7.44,9.37,8.421052632,10.09,0,22.46,16.88,22.75,6.38,8.61
16.52444688,0,0,15833,86.87,7.77,9.55,2.428125,12.45,400.74,491.2,26.23,494.4,14.63,15.54
4.75341048,41.61891078,0,27198,1724.06,4.89,8.47,0.126876224,143.21,39.65,-260.14,26.87,592.36,174.09,178.31
21.19059422,0,6.149092163,33010,569.08,30.52,41.02,16.34029882,65.46,0,110.29,0.25,184.16,21.12,28.94
8.578017626,0,0,8977,3192.82,-56.3099999999998,-53.9999999999998,-18.8681995445294,-7.60999999999979,1.3,1090.58,113.88,1120.42,119.35,120.27
19.16158665,0,0,17666,156.53,21.29,28.86,13.17874564,32.17,0,55.22,42.14,71.37,22.52,24.54
23.83082012,0,0,10340,481.94,18.41,26.13,17.6615054,33.96,2.18,155.59,48.63,175.77,-4.49,8.62
26.42795732,0,0,3573,135.29,2.01,3.21,5.038056122,9.58,0,11.92,1.19,43.07,-1.22,0.17
17.53105113,0,0,17091,249.4,10.94,23.83,1.135988297,57.38,73.53,490.15,48.52,623.9,14.01,16.98
16.36321545,0,0,11276,1154,57.23,77.62,33.62692504,140.95,0.24,459.48,7.27,476.5,65.63,116.12
0.750897748,0,0,1935,0.03,-0.29,-0.29,-0.0116045025469882,-0.17,1.48,-3.64,0.07,23.3,-0.91,-0.9
33.5729378,0,0,31517,988.06,62.16,89,20.19116905,94.82,4.83,387.8,196.41,558.14,77.18,80.22
21.32194999,40.18335225,0,48847,3908.05,43.1,37.74,2.3023666,442.99,565.17,447.76,289.38,953.27,201.01,228.48
8.724043818,0,0,25048,135.69,2.81,1.38,0.126478021,4.04,0,95.79,62.44,118.01,17.72,17.85
6.06494207,25.99825351,0,7586,250.68,-16.79,-22.81,-3.12298875641277,32.95,0,-104.3,5.35,435.16,-245.29,-244.19
16.27712963,0,0,14558,901.51,19.51,26.2,9.032407407,54.67,0,297.73,17.63,319.33,-3.09,17.62
15.133652,51.00000025,2.932087612,198086,804.18,-1963.4,-1963.4,-14.1360259813793,249.79,0,-5883.35,313.62,-3397.98,200.9,202.57
24.19306533,7.95893254,0.005749898,133528,313.45,-8.79000000000002,-2.02000000000002,-0.269555231567954,99.42,0,302.03,13.26,614.36,11.09,12.43
28.87057724,27.20664066,0.798523387,130372,665.36,14.7,14.7,0.175328409,75.28,1.42,33.05,11.27,340.41,26.83,31.73
16.16393182,0,0,6531,1529.98,14.88,21.14,6.763636364,64.63,37.13,181.63,4.93,208.78,-39.64,-25.64
2.847933554,20.26487042,0,3731,90.95,-51.05,-58.1,-29.1414545039388,-8.27,49.39,20.92,3.76,121.62,10.89,13.29
7.209264891,0,0,4574,103.08,24.34,34.82,7.839091093,35.73,7.61,42.02,312.82,107.83,-44.97,-41.63
2.943171411,3.815920018,0,1727,134.53,24.39,42.22,24.01914441,68.32,0.01,125.85,2.93,143.5,1.54,46.86
25.38413629,18.60344194,0.614883946,107742,1614.19,-1121.79,-1238.06,-22.6942842667124,359.55,1080.14,-41.2799999999997,55.79,2925.67,-3117.6,-3005.91
18.45837778,0,0.001015881,18847,1590.68,-1145.3,-1261.57,-22.69,336.04,,,,,,
12.7851697,51.59599044,0.065615521,91681,1.55,-205.05,-205.05,-6.98579114270366,-27.8,0.01,-1075.17,0.99,-680.3,118.55,118.55
32.86408307,0,0,41245,226.66,0.77,0.94,0.412861593,10.61,1.1,47.89,24.53,81.79,30.35,33.84
24.79859232,0,0,22636,1109.35,26.13,31.43,6.533071644,48.01,52.26,633.4,250.94,641.4,-22.85,-17.54
12.00939117,0,0,8146,454.17,16.95,22.33,9.86859342,71.17,0,146.1,0.86,182.08,47.56,64.83
16.18749206,0,0,24256,295.56,42.9,57.1,5.338228011,63.05,53.2,318.01,280.84,398.37,38.95,39.46
14.4814983,0,0,28053,99.94,70.03,85.52,5.291146322,94.16,185.51,582.11,45.15,595.35,34.08,40.3
19.47159545,6.756472322,0,33926,309.23,55.65,56.74,29.28330878,68.43,5.05,460.77,29.22,613.27,-10.49,1.11
5.761252821,0,0,379,263.6,15.16,21.28,14.61036114,30.45,0.73,42.31,10.25,59.86,3.31,26.71
23.66195156,0,0,7686,78.96,9.82,11.68,18.01642467,18.39,0.1,97.76,76.12,119.15,9.13,10.2
15.89959028,0,0,41771,644.26,-32.95,-43.16,-18.3365096211861,22.88,0,60.7,3.93,200.85,44.41,47.83
5.618291193,0,0,7352,83.81,11.15,15.14,4.612285872,16.73,159.45,160.94,4.97,313.93,10.74,10.9
8.063962708,0,0,5668,260.11,0.04,-3.81000000000006,0.026895654,11.62,0,98.86,0.27,134.7,43.1,47.23
7.703909086,0,0,7511,28.18,-4.08,-5.45,-0.882749071003965,-1.98,0,29.29,14.8,43.24,1.18,1.87
29.17916797,0,0,20338,147.79,34.26,46.55,10.67622312,47.71,0.22,169.6,32.84,172.81,15.47,15.75
59.53552066,0.051666824,3.04643092,783622,19308,-9404,-9114,-370.15882521697,-9009,39755,-15214,1030,-10801,3905,4058
3.863240669,0,0,2538,86.3,1.81,2.15,1.726069853,3.06,0,3.88,0.43,16.6,-5.37,-3.09
13.8484335,0,0,7583,756.03,28.77,34,15.32928389,100.36,9.5,301.97,77.1,320.74,-21.4,37.3
20.91409397,6.615246534,0,11610,381.43,3.93,5.49,0.780718285,34.39,0.1,155.84,13.81,182.47,-5.58,15.07
